Prod Num,Product,CategoryID,SubcategoryID
105727-M,LTCA Year Up Quarter-Zip Sweatshirt (Maroon),130,130-clo
105728-T,Phonetics and Phonology,100,100-lan
105729-A,Fiskars 12-Inch Paper Trimmer,115,115-cut
105730-B,A Storm of Swords,125,125-fic
105731-B,Atomic Habits,125,125-non
105732-B,Daisy Jones & The Six,125,125-fic
105733-A,Generals Charcoal Pencils (Set of 6),115,115-dra
105734-M,LTCA Year Up Fleece Jacket (Gray),130,130-clo
105735-M,LTCA Year Up Performance Dri-Fit T-Shirt (Gray),130,130-clo
105736-M,LTCA Year Up Trucker Hat (Blue Mesh),130,130-hat
105737-T,Pathophysiology Essentials,100,100-hea
105738-S,"Post-it Super Sticky Notes (Bright Colors, Pack of 15)",110,110-pap
105739-A,Speedball Calligraphy Ink (Black),115,115-cal
105740-T,Strategic Management,100,100-bus
105741-B,The Immortal Life of Henrietta Lacks,125,125-non
105742-B,The Seven Husbands of Evelyn Hugo,125,125-fic
105743-T,GRE Prep 101,100,100-exa
105744-T,Sociolinguistics,100,100-lan
105745-B,A Song of Ice and Fire: A Game of Thrones,125,125-fic
105746-B,Black Holes and Baby Universes,125,125-non
105747-M,LTCA Year Up Laptop Sleeve (15-inch),130,130-acc
105748-S,"Sakura Pigma Micron Pens (Black, Set of 6)",110,110-art
105749-T,Statistical Inference,100,100-mat
105750-IT,HyperJuice GaN 100W Charger,120,120-cha
105751-M,LTCA Year Up Soccer Ball (Regulation Size),130,130-spo
105752-T,Art History: The Renaissance to Modernism,100,100-hum
105753-M,LTCA Year Up Trucker Hat (Black Mesh),130,130-hat
105754-S,"Avery Index Dividers with Tabs (5-Tab, Multicolor)",110,110-bin
105755-A,Copic Sketch Markers (Set of 24),115,115-dra
105756-T,Introduction to Philosophy,100,100-hum
105757-T,Chinese Characters Made Easy,100,100-lan
105758-T,Robotics: Concepts and Control,100,100-eng
105759-T,Criminology: A Contemporary Introduction,100,100-soc
105760-S,Fellowes Mesh Desk Organizer,110,110-des
105761-T,Introduction to Film Studies,100,100-hum
105762-B,Kaplan GRE Prep 2024,125,125-stu
105763-S,Letter Opener (Stainless Steel),110,110-mis
105764-B,SAT Math Level 2 Study Guide,125,125-stu
105765-B,Verity,125,125-fic
105766-T,Introduction to Mechanical Engineering,100,100-eng
105767-S,Page Magnifier Sheet,110,110-mis
105768-B,The Hunger Games,125,125-fic
105769-B,Pride and Prejudice,125,125-fic
105770-T,Theater Arts: A Practical Guide,100,100-hum
105771-B,Mockingjay,125,125-fic
105772-T,Advanced Calculus,100,100-mat
105773-T,Organic Chemistry II,100,100-sci
105774-M,"LTCA Year Up Coffee Mug (Ceramic, White)",130,130-acc
105775-T,World History: Ancient to Modern,100,100-hum
105776-A,Creative Mark Rhapsody Kolinsky Brushes (Set of 3),115,115-pai
105777-A,Canson XL Mixed Media Pad (11x14 inches),115,115-ske
105778-A,Daniel Smith Extra Fine Watercolors (6-Tube Set),115,115-pai
105779-S,Paper Mate Pink Pearl Erasers (Pack of 6),110,110-pen
105780-B,Atlas of Human Anatomy,125,125-ref
105781-B,CliffsNotes Chemistry Quick Review,125,125-stu
105782-S,Dry Erase Wall Calendar (Monthly Layout),110,110-pla
105783-B,Life of Pi,125,125-fic
105784-B,The Bluebook: A Uniform System of Citation,125,125-ref
105785-B,The Merriam-Webster Dictionary,125,125-ref
105786-A,Winsor & Newton Professional Watercolor Set (12 Tubes),115,115-pai
105787-A,Arteza Acrylic Paint Set (60 Colors),115,115-pai
105788-A,"Faber-Castell Pitt Artist Pens (Set of 12, Black)",115,115-dra
105789-A,Chavant NSP Soft Sculpting Clay (Green),115,115-scu
105790-S,"Plastic Report Covers (Clear Front, Pack of 10)",110,110-bin
105791-A,Wooden Pottery Tools Set (Set of 8),115,115-scu
105792-S,Rocketbook Fusion Smart Reusable Notebook,110,110-not
105793-B,Catching Fire,125,125-fic
105794-S,"Five Star Wirebound Notebook (1 Subject, College Ruled)",110,110-not
105795-S,"Rubber Bands (Assorted Sizes, Pack of 100)",110,110-org
105796-B,Sapiens: A Brief History of Humankind,125,125-non
105797-B,The Norton Anthology of English Literature,125,125-ref
105798-B,In Defense of Food,125,125-non
105799-S,Faber-Castell Polychromos Colored Pencils (Set of 24),110,110-pen
105800-A,"Studio Floor Easel (H-Frame, Wood)",115,115-eas
105801-A,"Foam Brushes (Assorted Sizes, Pack of 20)",115,115-pai
105802-A,"DAS Modelling Clay (2.2 lbs, Terra Cotta)",115,115-scu
105803-IT,Sony WF-1000XM4,120,120-hea
105804-IT,Amazon Fire HD 10 Plus,120,120-tab
105805-T,French Grammar and Composition,100,100-lan
105806-S,3M Transparent Tape (Pack of 12),110,110-adh
105807-B,CPA Exam Review,125,125-stu
105808-M,LTCA Year Up Folding Stadium Seat,130,130-spo
105809-S,Pentel EnerGel Deluxe Retractable Pens (Blue),110,110-wri
105810-A,X-Acto Knife Set with Extra Blades,115,115-cut
105811-A,Sta-Wet Palette for Acrylic Paints,115,115-pal
105812-B,Big Little Lies,125,125-fic
105813-A,Kneaded Erasers (Set of 3),115,115-mis
105814-A,Glass Paint Mixing Palette (12x16 inches),115,115-pal
105815-IT,Xiaomi Pad 5 Pro,120,120-tab
105816-A,Spray Fixative for Drawings (11 oz),115,115-mis
105817-B,Born a Crime,125,125-non
105818-B,Cambridge Advanced Learners Dictionary,125,125-ref
105819-B,CliffsNotes Algebra I,125,125-stu
105820-B,MCAT Official Prep Guide,125,125-stu
105821-S,"Paper Clips (Silver, Pack of 100)",110,110-org
105822-B,Cosmos,125,125-non
105823-M,LTCA Year Up Patch (Sew-On),130,130-mem
105824-B,"Thinking, Fast and Slow",125,125-non
105825-S,Staedtler White Vinyl Erasers (Pack of 4),110,110-pen
105826-IT,Google Pixel USB-C 30W Power Adapter,120,120-cha
105827-A,"Fan Brush Set (Set of 6, Synthetic Hair)",115,115-pai
105828-B,The Catcher in the Rye,125,125-fic
105829-T,Numerical Methods,100,100-mat
105830-B,Outliers,125,125-non
105831-B,The Power of Habit,125,125-non
105832-S,"HP Premium32 Printer Paper (32 lb, 500 Sheets)",110,110-pap
105833-B,GMAT Quantitative Practice Tests,125,125-stu
105834-A,Self-Healing Cutting Mat (18x24 inches),115,115-cut
105835-B,Wild,125,125-non
105836-A,"Sakura Pigma Micron Pens (Set of 8, Black)",115,115-dra
105837-S,"Laminate File Jackets (Assorted Colors, Pack of 12)",110,110-bin
105838-T,Introduction to Electrical Engineering,100,100-eng
105839-A,"Da Vinci Maestro Series 10 Brushes (Round, Set of 3)",115,115-pai
105840-A,Derwent Inktense Pencils (Set of 36),115,115-dra
105841-S,"Magnetic Clips (Assorted Colors, Set of 12)",110,110-org
105842-B,MLA Handbook (9th Edition),125,125-ref
105843-A,Disposable Paper Palette Pad (30 Sheets),115,115-pal
105844-B,DK Eyewitness Travel Guides: Europe,125,125-ref
105845-A,Masterson Artist Palette Seal,115,115-pal
105846-B,Spark Joy,125,125-non
105847-B,The Blue Zones,125,125-non
105848-M,LTCA Year Up Canvas Tote Bag,130,130-acc
105849-B,APA Manual of Style (7th Edition),125,125-ref
105850-B,Rogets Thesaurus,125,125-ref
105851-B,The Road,125,125-fic
105852-S,Elmers Washable School Glue (4 oz),110,110-adh
105853-A,Double-Sided Adhesive Tape (Roll),115,110-adh
105854-B,"Guns, Germs, and Steel",125,125-non
105855-A,Staedtler Mars Lumograph Graphite Pencils (Set of 12),115,115-dra
105856-B,Brave New World,125,125-fic
105857-B,National Geographic Field Guide to Birds of North America,125,125-ref
105858-B,Animal Farm,125,125-fic
105859-B,Everything is Fcked*,125,125-non
105860-B,How Not to Die,125,125-non
105861-T,Spanish for Beginners,100,100-lan
105862-M,LTCA Year Up Keychain (Rubberized),130,130-acc
105863-M,LTCA Year Up Insulated Lunch Bag,130,130-acc
105864-M,LTCA Year Up Keychain (Metal),130,130-acc
105865-B,The Handmaids Tale,125,125-fic
105866-B,Jane Eyre,125,125-fic
105867-B,On Writing,125,125-non
105868-B,The Writers Guide to Grammar,125,125-ref
105869-B,Educated,125,125-non
105870-B,Grays Anatomy for Students,125,125-ref
105871-B,Oxford English Dictionary,125,125-ref
105872-T,Italian in 30 Days,100,100-lan
105873-T,German Language Essentials,100,100-lan
105874-B,Cant Hurt Me,125,125-non
105875-T,Critical Thinking and Logic,100,100-mis
105876-T,Conflict Resolution,100,100-mis
105877-B,The Secret,125,125-non
105878-S,Heavy-Duty Hole Punch (3 Hole),110,110-mis
105879-B,Digital Minimalism,125,125-non
105880-B,The 4-Hour Workweek,125,125-non
105881-B,Homo Deus: A Brief History of Tomorrow,125,125-non
105882-B,A Clash of Kings,125,125-fic
105883-B,AP Calculus AB & BC Prep,125,125-stu
105884-B,Circe,125,125-fic
105885-B,Collapse,125,125-non
105886-T,Astronomy Today,100,100-sci
105887-T,Environmental Science,100,100-sci
105888-T,General Chemistry: Concepts and Applications,100,100-sci
105889-B,Your Money or Your Life,125,125-non
105890-T,Urban Studies and Planning,100,100-soc
105891-T,Biology: Concepts and Connections,100,100-sci
105892-B,Seven Habits of Highly Effective People,125,125-non
105893-M,LTCA Year Up Cooler Bag (Soft-Sided),130,130-spo
105894-M,LTCA Year Up ID Holder with Lanyard,130,130-acc
105895-T,Game Development Essentials,100,100-tec
105896-T,Artificial Intelligence: Principles and Practice,100,100-tec
105897-T,Adolescent Psychology,100,100-soc
105898-B,LSAT Trainer,125,125-stu
105899-T,Introduction to Cybersecurity,100,100-tec
105900-T,Principles of Biochemistry,100,100-sci
105901-T,Educational Psychology,100,100-mis
105902-T,Differential Equations,100,100-mat
105903-T,Calculus II,100,100-mat
105904-T,Ethics in Research,100,100-mis
105905-T,Environmental Policy and Law,100,100-mis
105906-S,"File Labels (White, Self-Adhesive, Pack of 50)",110,110-org
105907-S,X-Acto KS Manual Pencil Sharpener,110,110-des
105908-T,Software Engineering Concepts,100,100-tec
105909-S,Cable Management Clips (Set of 20),110,110-org
105910-T,Principles of Sociology,100,100-soc
105911-T,Machine Learning Basics,100,100-tec
105912-T,Networking Fundamentals,100,100-tec
105913-T,Introduction to Databases,100,100-tec
105914-IT,SanDisk Extreme Portable SSD (1TB),120,120-ext
105915-M,LTCA Year Up Spiral Notebook (Black),130,130-off
105916-M,LTCA Year Up Sunglasses (Black),130,130-acc
